Questions,start_t,end_t,rangeX,TimeStamp,Neutrality,Happy,Surprise,Fear,Disgust,Anger,Sadness,Positive_Sentiment,Negative_Sentiment,Experience,Activation,Emotional_Score,Subemotion
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.592,00:04:37.240403,0.892,0.056,0.027,0.004,0.002,0.005,0.013,0.084,0.024,0.059,0.108,0.775,
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.592,00:04:37.240436,0.868,0.083,0.025,0.004,0.002,0.004,0.013,0.108,0.024,0.084,0.132,0.818,
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.592,00:04:37.240470,0.862,0.091,0.022,0.004,0.003,0.005,0.013,0.113,0.025,0.088,0.138,0.821,
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.592,00:04:37.240504,0.875,0.079,0.019,0.004,0.004,0.005,0.013,0.098,0.026,0.072,0.125,0.79,
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.592,00:04:37.240537,0.887,0.067,0.019,0.004,0.004,0.005,0.015,0.086,0.028,0.058,0.113,0.757,Agrado
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.592,00:04:37.240571,0.88,0.069,0.022,0.005,0.004,0.004,0.016,0.091,0.03,0.061,0.12,0.754,
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.592,00:04:37.240604,0.859,0.085,0.023,0.006,0.006,0.006,0.015,0.108,0.033,0.075,0.141,0.765,Agrado
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.592,00:04:37.240638,0.841,0.099,0.022,0.006,0.008,0.01,0.014,0.121,0.038,0.083,0.159,0.762,
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.592,00:04:37.240672,0.829,0.102,0.027,0.008,0.008,0.011,0.014,0.13,0.041,0.088,0.171,0.758,Regocijo
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.592,00:04:37.240705,0.802,0.118,0.038,0.01,0.007,0.011,0.013,0.156,0.042,0.114,0.198,0.789,Regocijo
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.592,00:04:37.240739,0.722,0.192,0.046,0.012,0.005,0.009,0.013,0.238,0.04,0.198,0.278,0.856,Disfrute
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.592,00:04:37.240773,0.613,0.303,0.047,0.013,0.005,0.007,0.012,0.35,0.037,0.313,0.387,0.905,Regocijo
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.592,00:04:37.240806,0.569,0.349,0.049,0.013,0.005,0.006,0.01,0.398,0.033,0.365,0.431,0.923,Regocijo
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.592,00:04:37.240840,0.58,0.334,0.055,0.013,0.005,0.006,0.008,0.388,0.031,0.357,0.42,0.925,Regocijo
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.592,00:04:37.240873,0.559,0.348,0.061,0.014,0.006,0.007,0.007,0.409,0.033,0.376,0.441,0.926,Deleite
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.592,00:04:37.240907,0.496,0.401,0.067,0.015,0.006,0.009,0.006,0.469,0.036,0.433,0.504,0.929,Alegria
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.592,00:04:37.240941,0.423,0.462,0.076,0.017,0.006,0.01,0.006,0.538,0.039,0.499,0.577,0.933,
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.592,00:04:37.240974,0.389,0.494,0.074,0.016,0.007,0.012,0.008,0.568,0.043,0.525,0.611,0.93,Regocijo
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.608,00:04:38.240008,0.457,0.429,0.056,0.01,0.014,0.018,0.017,0.485,0.059,0.426,0.543,0.892,Disfrute
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.608,00:04:38.240042,0.579,0.304,0.037,0.005,0.02,0.024,0.031,0.341,0.08,0.261,0.421,0.81,Agrado
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.608,00:04:38.240075,0.643,0.24,0.03,0.004,0.02,0.02,0.042,0.27,0.087,0.183,0.357,0.757,
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.608,00:04:38.240109,0.668,0.213,0.039,0.005,0.016,0.015,0.043,0.253,0.079,0.173,0.332,0.761,
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.608,00:04:38.240142,0.72,0.148,0.058,0.005,0.014,0.015,0.04,0.206,0.074,0.133,0.28,0.737,
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.608,00:04:38.240176,0.794,0.071,0.066,0.005,0.012,0.017,0.035,0.137,0.07,0.067,0.206,0.662,
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.608,00:04:38.240210,0.861,0.028,0.051,0.005,0.01,0.015,0.031,0.079,0.06,0.018,0.139,0.567,
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.608,00:04:38.240243,0.904,0.015,0.029,0.003,0.007,0.011,0.031,0.043,0.053,-0.009,0.096,0.451,Regocijo
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.608,00:04:38.240277,0.898,0.032,0.016,0.003,0.006,0.01,0.036,0.048,0.055,-0.007,0.102,0.466,Alegria
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.608,00:04:38.240311,0.809,0.125,0.011,0.002,0.007,0.012,0.034,0.136,0.055,0.081,0.191,0.712,Agrado
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.608,00:04:38.240344,0.668,0.276,0.01,0.002,0.007,0.013,0.024,0.286,0.046,0.239,0.332,0.861,Disfrute
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.608,00:04:38.240378,0.603,0.348,0.012,0.002,0.006,0.012,0.017,0.36,0.037,0.323,0.397,0.906,Agrado
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.608,00:04:38.240411,0.661,0.289,0.016,0.002,0.004,0.011,0.016,0.305,0.035,0.27,0.339,0.898,Agrado
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.608,00:04:38.240445,0.743,0.206,0.016,0.002,0.004,0.01,0.019,0.222,0.035,0.187,0.257,0.862,Agrado
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.608,00:04:38.240479,0.775,0.17,0.015,0.002,0.005,0.011,0.022,0.186,0.039,0.147,0.225,0.826,
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.608,00:04:38.240512,0.778,0.163,0.017,0.002,0.005,0.012,0.022,0.18,0.042,0.137,0.222,0.809,
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.608,00:04:38.240546,0.79,0.142,0.027,0.003,0.006,0.014,0.018,0.169,0.041,0.128,0.21,0.805,
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.608,00:04:38.240579,0.785,0.096,0.073,0.006,0.008,0.021,0.011,0.169,0.046,0.123,0.215,0.785,
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.608,00:04:38.240613,0.699,0.054,0.174,0.012,0.012,0.042,0.007,0.228,0.073,0.155,0.301,0.758,
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.608,00:04:38.240647,0.574,0.036,0.279,0.018,0.016,0.072,0.005,0.315,0.111,0.204,0.426,0.739,Extraneza
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.608,00:04:38.240680,0.515,0.033,0.309,0.019,0.021,0.096,0.007,0.342,0.143,0.199,0.485,0.705,Exasperacion
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.608,00:04:38.240714,0.536,0.034,0.245,0.017,0.031,0.12,0.016,0.279,0.185,0.094,0.464,0.601,Presuncion
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.608,00:04:38.240748,0.544,0.05,0.139,0.012,0.051,0.17,0.034,0.189,0.267,-0.078,0.456,0.414,Rencor
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.608,00:04:38.240781,0.48,0.098,0.06,0.007,0.072,0.231,0.051,0.158,0.362,-0.204,0.52,0.303,
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.608,00:04:38.240815,0.407,0.129,0.032,0.006,0.088,0.271,0.068,0.161,0.432,-0.272,0.593,0.271,
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.608,00:04:38.240848,0.415,0.091,0.034,0.008,0.091,0.266,0.096,0.125,0.461,-0.336,0.585,0.213,Intranquilidad
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.608,00:04:38.240882,0.499,0.049,0.036,0.011,0.079,0.196,0.131,0.085,0.417,-0.332,0.501,0.169,Agrado
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.608,00:04:38.240916,0.595,0.071,0.027,0.011,0.056,0.099,0.142,0.097,0.308,-0.21,0.405,0.241,
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.608,00:04:38.240949,0.67,0.118,0.015,0.008,0.029,0.034,0.127,0.133,0.197,-0.064,0.33,0.403,
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.608,00:04:38.240983,0.728,0.131,0.009,0.005,0.01,0.01,0.106,0.141,0.131,0.009,0.272,0.517,
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.624,00:04:39.240017,0.77,0.109,0.009,0.004,0.005,0.006,0.096,0.118,0.112,0.006,0.23,0.513,
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.624,00:04:39.240050,0.79,0.085,0.01,0.004,0.005,0.008,0.098,0.096,0.115,-0.019,0.21,0.454,
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.624,00:04:39.240084,0.796,0.075,0.011,0.005,0.005,0.009,0.1,0.086,0.118,-0.032,0.204,0.421,
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.624,00:04:39.240117,0.81,0.061,0.011,0.004,0.007,0.01,0.097,0.072,0.118,-0.047,0.19,0.377,
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.624,00:04:39.240151,0.835,0.036,0.01,0.003,0.01,0.014,0.092,0.046,0.119,-0.073,0.165,0.279,
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.624,00:04:39.240185,0.853,0.017,0.01,0.003,0.012,0.018,0.086,0.027,0.12,-0.092,0.147,0.187,
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.624,00:04:39.240218,0.859,0.011,0.013,0.003,0.013,0.019,0.082,0.024,0.116,-0.092,0.141,0.174,
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.624,00:04:39.240252,0.869,0.009,0.016,0.004,0.01,0.016,0.077,0.025,0.106,-0.081,0.131,0.19,
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.624,00:04:39.240286,0.88,0.007,0.016,0.004,0.008,0.012,0.073,0.023,0.096,-0.073,0.12,0.194,
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.624,00:04:39.240319,0.884,0.009,0.016,0.004,0.007,0.01,0.07,0.025,0.09,-0.065,0.116,0.219,
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.624,00:04:39.240353,0.881,0.018,0.017,0.005,0.006,0.009,0.064,0.035,0.084,-0.05,0.119,0.292,
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.624,00:04:39.240386,0.877,0.025,0.018,0.005,0.006,0.01,0.058,0.043,0.08,-0.037,0.123,0.349,
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.624,00:04:39.240420,0.872,0.025,0.018,0.006,0.007,0.011,0.06,0.043,0.084,-0.041,0.128,0.339,
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.624,00:04:39.240454,0.863,0.02,0.021,0.007,0.008,0.012,0.069,0.041,0.096,-0.055,0.137,0.299,
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.624,00:04:39.240487,0.855,0.013,0.027,0.007,0.009,0.015,0.074,0.04,0.105,-0.066,0.145,0.273,
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.624,00:04:39.240521,0.852,0.008,0.031,0.007,0.01,0.019,0.073,0.039,0.109,-0.07,0.148,0.263,
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.624,00:04:39.240554,0.852,0.006,0.032,0.006,0.011,0.024,0.068,0.038,0.11,-0.072,0.148,0.257,
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.624,00:04:39.240588,0.852,0.006,0.031,0.006,0.013,0.029,0.063,0.037,0.111,-0.074,0.148,0.249,
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.624,00:04:39.240622,0.848,0.006,0.031,0.006,0.014,0.036,0.058,0.037,0.115,-0.078,0.152,0.243,
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.624,00:04:39.240655,0.851,0.008,0.029,0.006,0.015,0.037,0.054,0.037,0.112,-0.075,0.149,0.248,
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.624,00:04:39.240689,0.857,0.012,0.025,0.005,0.013,0.028,0.059,0.037,0.106,-0.069,0.143,0.257,
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.624,00:04:39.240723,0.832,0.019,0.019,0.004,0.012,0.02,0.095,0.038,0.131,-0.093,0.168,0.223,
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.624,00:04:39.240756,0.766,0.022,0.012,0.003,0.014,0.025,0.158,0.034,0.2,-0.166,0.234,0.144,
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.624,00:04:39.240790,0.708,0.018,0.008,0.002,0.02,0.037,0.206,0.026,0.266,-0.241,0.292,0.088,
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.624,00:04:39.240823,0.708,0.021,0.008,0.003,0.022,0.04,0.198,0.028,0.263,-0.235,0.292,0.098,
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.624,00:04:39.240857,0.768,0.034,0.009,0.004,0.016,0.029,0.14,0.043,0.189,-0.146,0.232,0.187,
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.624,00:04:39.240891,0.836,0.04,0.01,0.004,0.01,0.016,0.084,0.051,0.113,-0.063,0.164,0.308,
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.624,00:04:39.240924,0.874,0.029,0.012,0.003,0.008,0.013,0.061,0.041,0.085,-0.043,0.126,0.328,
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.624,00:04:39.240958,0.879,0.014,0.015,0.003,0.009,0.016,0.064,0.029,0.092,-0.063,0.121,0.239,
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.624,00:04:39.240992,0.871,0.007,0.017,0.004,0.011,0.02,0.07,0.024,0.105,-0.081,0.129,0.186,
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.64,00:04:40.240025,0.866,0.007,0.019,0.004,0.013,0.022,0.07,0.025,0.109,-0.084,0.134,0.189,
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.64,00:04:40.240059,0.864,0.008,0.021,0.005,0.013,0.022,0.068,0.028,0.108,-0.08,0.136,0.208,
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.64,00:04:40.240092,0.864,0.008,0.023,0.005,0.013,0.021,0.065,0.031,0.105,-0.073,0.136,0.229,
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.64,00:04:40.240126,0.862,0.009,0.025,0.006,0.014,0.023,0.062,0.034,0.105,-0.071,0.138,0.245,
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.64,00:04:40.240160,0.855,0.01,0.028,0.007,0.014,0.025,0.06,0.038,0.107,-0.069,0.145,0.262,
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.64,00:04:40.240193,0.855,0.015,0.027,0.007,0.014,0.025,0.058,0.042,0.103,-0.061,0.145,0.29,
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.64,00:04:40.240227,0.856,0.018,0.023,0.006,0.014,0.025,0.059,0.041,0.103,-0.062,0.144,0.285,
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.64,00:04:40.240261,0.849,0.014,0.019,0.005,0.016,0.03,0.068,0.033,0.118,-0.085,0.151,0.22,
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.64,00:04:40.240294,0.841,0.009,0.017,0.005,0.019,0.035,0.075,0.026,0.133,-0.108,0.159,0.161,
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.64,00:04:40.240328,0.842,0.007,0.016,0.004,0.02,0.039,0.072,0.023,0.135,-0.112,0.158,0.145,
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.58,5.00,4.64,00:04:40.240361,0.852,0.008,0.014,0.004,0.019,0.04,0.063,0.022,0.126,-0.104,0.148,0.149,
