Questions,start_t,end_t,rangeX,TimeStamp,Neutrality,Happy,Surprise,Fear,Disgust,Anger,Sadness,Positive_Sentiment,Negative_Sentiment,Experience,Activation,Emotional_Score,Subemotion
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,8.464,00:08:29.480822,0.003,0.997,0,0,0,0,0,0.997,0,0.997,0.997,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,8.464,00:08:29.480855,0.002,0.998,0,0,0,0,0,0.998,0,0.998,0.998,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,8.464,00:08:29.480889,0.001,0.998,0,0,0,0,0,0.998,0,0.998,0.999,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,8.464,00:08:29.480923,0.001,0.998,0,0,0,0,0,0.999,0,0.998,0.999,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,8.464,00:08:29.480956,0.001,0.998,0,0,0,0,0,0.999,0,0.998,0.999,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,8.464,00:08:29.480990,0.001,0.998,0,0,0,0,0,0.999,0,0.999,0.999,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,8.48,00:08:30.480023,0.001,0.998,0,0,0,0,0,0.999,0,0.998,0.999,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,8.48,00:08:30.480057,0.001,0.998,0,0,0,0,0,0.999,0,0.998,0.999,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,8.48,00:08:30.480091,0.001,0.998,0,0,0,0,0,0.999,0,0.999,0.999,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,8.48,00:08:30.480124,0.001,0.998,0,0,0,0,0,0.999,0,0.999,0.999,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,8.48,00:08:30.480158,0.001,0.998,0,0,0,0,0,0.999,0,0.999,0.999,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,8.48,00:08:30.480192,0.001,0.998,0,0,0,0,0,0.999,0,0.999,0.999,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,8.48,00:08:30.480225,0.001,0.998,0,0,0,0,0,0.998,0,0.998,0.999,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,8.48,00:08:30.480259,0.002,0.998,0,0,0,0,0,0.998,0,0.998,0.998,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,8.48,00:08:30.480292,0.001,0.998,0,0,0,0,0,0.999,0,0.999,0.999,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,8.48,00:08:30.480326,0.001,0.999,0,0,0,0,0,0.999,0,0.999,0.999,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,8.48,00:08:30.480360,0.001,0.999,0,0,0,0,0,0.999,0,0.999,0.999,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,8.48,00:08:30.480393,0.001,0.999,0,0,0,0,0,0.999,0,0.999,0.999,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,8.48,00:08:30.480427,0.001,0.999,0,0,0,0,0,0.999,0,0.999,0.999,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,8.48,00:08:30.480460,0.001,0.999,0,0,0,0,0,0.999,0,0.999,0.999,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,8.48,00:08:30.480494,0.001,0.999,0,0,0,0,0,0.999,0,0.999,0.999,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,8.48,00:08:30.480528,0.001,0.999,0,0,0,0,0,0.999,0,0.999,0.999,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,8.48,00:08:30.480561,0.001,0.999,0,0,0,0,0,0.999,0,0.999,0.999,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,8.48,00:08:30.480595,0,0.999,0,0,0,0,0,1,0,0.999,1,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,8.48,00:08:30.480629,0,1,0,0,0,0,0,1,0,1,1,1,Extasis
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,8.48,00:08:30.480662,0,1,0,0,0,0,0,1,0,1,1,1,Extasis
